time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2023/03/01/17:00:10.741681,246,1677550653,722328788,imu_link,0,0,35.9007182,127.1455592,56.717,"(0.367236, 0.0, 0.0, 0.0, 0.367236, 0.0, 0.0, 0.0, 0.9428409999999999)",2
2023/03/01/17:00:10.889658,247,1677550653,969756603,imu_link,0,0,35.900741,127.1454957,56.747,"(0.366025, 0.0, 0.0, 0.0, 0.366025, 0.0, 0.0, 0.0, 0.9409)",2
2023/03/01/17:00:12.483904,248,1677550655,470166662,imu_link,0,0,35.900875899999996,127.14511669999999,56.523,"(0.358801, 0.0, 0.0, 0.0, 0.358801, 0.0, 0.0, 0.0, 0.933156)",2
2023/03/01/17:00:13.762652,249,1677550656,475160093,imu_link,0,0,35.9009664,127.1448643,56.415,"(0.352836, 0.0, 0.0, 0.0, 0.352836, 0.0, 0.0, 0.0, 0.9292959999999999)",2
2023/03/01/17:00:14.943037,250,1677550657,722844356,imu_link,0,0,35.9010807,127.14454789999999,56.249,"(0.34809999999999997, 0.0, 0.0, 0.0, 0.34809999999999997, 0.0, 0.0, 0.0, 0.9235209999999999)",2
2023/03/01/17:00:14.967268,251,1677550657,973174921,imu_link,0,0,35.9011035,127.1444846,56.216,"(0.346921, 0.0, 0.0, 0.0, 0.346921, 0.0, 0.0, 0.0, 0.9235209999999999)",2
2023/03/01/17:00:15.892307,252,1677550658,722699965,imu_link,0,0,35.9011716,127.144295,56.15,"(0.34456899999999996, 0.0, 0.0, 0.0, 0.34456899999999996, 0.0, 0.0, 0.0, 0.9216)",2
2023/03/01/17:00:16.887648,253,1677550659,972284025,imu_link,0,0,35.9012852,127.1439783,56.025,"(0.33988899999999994, 0.0, 0.0, 0.0, 0.33988899999999994, 0.0, 0.0, 0.0, 0.9177640000000001)",2
2023/03/01/17:00:17.505782,254,1677550660,472041121,imu_link,0,0,35.9013305,127.1438515,55.968,"(0.33872399999999997, 0.0, 0.0, 0.0, 0.33872399999999997, 0.0, 0.0, 0.0, 0.9177640000000001)",2
2023/03/01/17:00:17.691293,255,1677550660,719833169,imu_link,0,0,35.901353,127.14378789999999,55.948,"(0.33872399999999997, 0.0, 0.0, 0.0, 0.33872399999999997, 0.0, 0.0, 0.0, 0.9158490000000001)",2
2023/03/01/17:00:17.896050,256,1677550660,969529462,imu_link,0,0,35.9013756,127.1437244,55.944,"(0.33756099999999994, 0.0, 0.0, 0.0, 0.33756099999999994, 0.0, 0.0, 0.0, 0.9158490000000001)",2
2023/03/01/17:00:18.490027,257,1677550661,470431095,imu_link,0,0,35.9014208,127.1435973,55.916000000000004,"(0.3364, 0.0, 0.0, 0.0, 0.3364, 0.0, 0.0, 0.0, 0.9139360000000002)",2
2023/03/01/17:00:20.692004,258,1677550663,724890560,imu_link,0,0,35.9016257,127.14302439999999,55.713,"(0.3271840000000001, 0.0, 0.0, 0.0, 0.3271840000000001, 0.0, 0.0, 0.0, 0.9025000000000001)",2
2023/03/01/17:00:20.932868,259,1677550663,972877289,imu_link,0,0,35.9016484,127.1429603,55.706,"(0.3260410000000001, 0.0, 0.0, 0.0, 0.3260410000000001, 0.0, 0.0, 0.0, 0.9025000000000001)",2
2023/03/01/17:00:21.537289,260,1677550664,469580966,imu_link,0,0,35.901693699999996,127.1428318,55.641,"(0.3237610000000001, 0.0, 0.0, 0.0, 0.3237610000000001, 0.0, 0.0, 0.0, 0.8987040000000002)",2
2023/03/01/17:00:21.725901,261,1677550664,722042902,imu_link,0,0,35.9017165,127.14276749999999,55.636,"(0.3226240000000001, 0.0, 0.0, 0.0, 0.3226240000000001, 0.0, 0.0, 0.0, 0.8987040000000002)",2
2023/03/01/17:00:21.912134,262,1677550664,971811905,imu_link,0,0,35.9017394,127.1427033,55.620000000000005,"(0.3226240000000001, 0.0, 0.0, 0.0, 0.3226240000000001, 0.0, 0.0, 0.0, 0.8968090000000001)",2
2023/03/01/17:00:22.300160,263,1677550665,225993249,imu_link,0,0,35.9017625,127.1426391,55.597,"(0.3226240000000001, 0.0, 0.0, 0.0, 0.3226240000000001, 0.0, 0.0, 0.0, 0.8949160000000002)",2
2023/03/01/17:00:22.718589,264,1677550665,473065879,imu_link,0,0,35.9017856,127.14257479999999,55.587,"(0.3214890000000001, 0.0, 0.0, 0.0, 0.3214890000000001, 0.0, 0.0, 0.0, 0.8930250000000001)",2
2023/03/01/17:00:23.954624,265,1677550666,972155680,imu_link,0,0,35.9019257,127.14218869999999,55.488,"(0.3214890000000001, 0.0, 0.0, 0.0, 0.3214890000000001, 0.0, 0.0, 0.0, 0.8854810000000001)",2
2023/03/01/17:00:24.634922,266,1677550667,469159601,imu_link,0,0,35.9019721,127.14205919999999,55.433,"(0.3203560000000001, 0.0, 0.0, 0.0, 0.3203560000000001, 0.0, 0.0, 0.0, 0.8836000000000002)",2
2023/03/01/17:00:24.943783,267,1677550667,721867867,imu_link,0,0,35.9019952,127.1419945,55.42,"(0.3203560000000001, 0.0, 0.0, 0.0, 0.3203560000000001, 0.0, 0.0, 0.0, 0.8836000000000002)",2
2023/03/01/17:00:25.010249,268,1677550667,974358113,imu_link,0,0,35.9020185,127.1419296,55.403,"(0.3192250000000001, 0.0, 0.0, 0.0, 0.3192250000000001, 0.0, 0.0, 0.0, 0.8817210000000001)",2
2023/03/01/17:00:25.620291,269,1677550668,472484653,imu_link,0,0,35.9020649,127.14179999999999,55.362,"(0.31809600000000005, 0.0, 0.0, 0.0, 0.31809600000000005, 0.0, 0.0, 0.0, 0.8817210000000001)",2
2023/03/01/17:00:25.756760,270,1677550668,722509158,imu_link,0,0,35.902088299999996,127.141735,55.347,"(0.31809600000000005, 0.0, 0.0, 0.0, 0.31809600000000005, 0.0, 0.0, 0.0, 0.8817210000000001)",2
2023/03/01/17:00:26.778146,271,1677550669,721906813,imu_link,0,0,35.902182499999995,127.14147419999999,55.276,"(0.31809600000000005, 0.0, 0.0, 0.0, 0.31809600000000005, 0.0, 0.0, 0.0, 0.8836000000000002)",2
2023/03/01/17:00:27.525970,272,1677550670,472187768,imu_link,0,0,35.9022541,127.1412775,55.208,"(0.3192250000000001, 0.0, 0.0, 0.0, 0.3192250000000001, 0.0, 0.0, 0.0, 0.8873640000000002)",2
2023/03/01/17:00:28.298835,273,1677550671,224251888,imu_link,0,0,35.9023268,127.1410798,55.132,"(0.3203560000000001, 0.0, 0.0, 0.0, 0.3203560000000001, 0.0, 0.0, 0.0, 0.8873640000000002)",2
2023/03/01/17:00:28.783986,274,1677550671,722358964,imu_link,0,0,35.9023756,127.14094759999999,55.081,"(0.3192250000000001, 0.0, 0.0, 0.0, 0.3192250000000001, 0.0, 0.0, 0.0, 0.8930250000000001)",2
2023/03/01/17:00:29.690545,275,1677550672,714434892,imu_link,0,0,35.902474999999995,127.14068289999999,55.027,"(0.3192250000000001, 0.0, 0.0, 0.0, 0.3192250000000001, 0.0, 0.0, 0.0, 0.9006010000000001)",2
2023/03/01/17:00:30.690376,276,1677550673,719114142,imu_link,0,0,35.9025777,127.140419,54.911,"(0.31809600000000005, 0.0, 0.0, 0.0, 0.31809600000000005, 0.0, 0.0, 0.0, 0.9082090000000002)",2
2023/03/01/17:00:30.890204,277,1677550673,969069016,imu_link,0,0,35.9026041,127.14035319999999,54.877,"(0.31809600000000005, 0.0, 0.0, 0.0, 0.31809600000000005, 0.0, 0.0, 0.0, 0.9082090000000002)",2
2023/03/01/17:00:31.292866,278,1677550674,219129647,imu_link,0,0,35.902630699999996,127.1402875,54.837,"(0.31809600000000005, 0.0, 0.0, 0.0, 0.31809600000000005, 0.0, 0.0, 0.0, 0.9101160000000001)",2
2023/03/01/17:00:31.531687,279,1677550674,471795580,imu_link,0,0,35.9026577,127.1402219,54.815,"(0.31809600000000005, 0.0, 0.0, 0.0, 0.31809600000000005, 0.0, 0.0, 0.0, 0.9120250000000001)",2
2023/03/01/17:00:32.494267,280,1677550675,471714049,imu_link,0,0,35.902768099999996,127.13995999999999,54.741,"(0.31809600000000005, 0.0, 0.0, 0.0, 0.31809600000000005, 0.0, 0.0, 0.0, 0.9139360000000002)",2
2023/03/01/17:00:32.897485,281,1677550675,971493159,imu_link,0,0,35.902825,127.13982969999999,54.662,"(0.31696900000000006, 0.0, 0.0, 0.0, 0.31696900000000006, 0.0, 0.0, 0.0, 0.9101160000000001)",2
2023/03/01/17:00:33.745586,282,1677550676,473230718,imu_link,0,0,35.902882399999996,127.1396996,54.592,"(0.31584400000000007, 0.0, 0.0, 0.0, 0.31584400000000007, 0.0, 0.0, 0.0, 0.9025000000000001)",2
2023/03/01/17:00:33.905720,283,1677550676,722288708,imu_link,0,0,35.9029113,127.13963469999999,54.549,"(0.31584400000000007, 0.0, 0.0, 0.0, 0.31584400000000007, 0.0, 0.0, 0.0, 0.9006010000000001)",2
2023/03/01/17:00:34.309758,284,1677550677,222231304,imu_link,0,0,35.9029692,127.13950519999999,54.488,"(0.31584400000000007, 0.0, 0.0, 0.0, 0.31584400000000007, 0.0, 0.0, 0.0, 0.8949160000000002)",2
2023/03/01/17:00:34.773403,285,1677550677,725333305,imu_link,0,0,35.9030273,127.13937609999999,54.423,"(0.31584400000000007, 0.0, 0.0, 0.0, 0.31584400000000007, 0.0, 0.0, 0.0, 0.8949160000000002)",2
2023/03/01/17:00:36.879486,286,1677550679,721410859,imu_link,0,0,35.9032644,127.1388669,54.159,"(0.31809600000000005, 0.0, 0.0, 0.0, 0.31809600000000005, 0.0, 0.0, 0.0, 0.9063040000000001)",2
2023/03/01/17:00:37.616359,287,1677550680,469684855,imu_link,0,0,35.9033562,127.1386788,54.084,"(0.31809600000000005, 0.0, 0.0, 0.0, 0.31809600000000005, 0.0, 0.0, 0.0, 0.9101160000000001)",2
2023/03/01/17:00:37.691992,288,1677550680,719015937,imu_link,0,0,35.903386999999995,127.13861639999999,54.043,"(0.3192250000000001, 0.0, 0.0, 0.0, 0.3192250000000001, 0.0, 0.0, 0.0, 0.9120250000000001)",2
2023/03/01/17:00:38.704377,289,1677550681,722040786,imu_link,0,0,35.9035115,127.13836819999999,53.748000000000005,"(0.3214890000000001, 0.0, 0.0, 0.0, 0.3214890000000001, 0.0, 0.0, 0.0, 0.9177640000000001)",2
2023/03/01/17:00:39.789829,290,1677550682,719739894,imu_link,0,0,35.9036392,127.13812259999999,53.717,"(0.3214890000000001, 0.0, 0.0, 0.0, 0.3214890000000001, 0.0, 0.0, 0.0, 0.9139360000000002)",2
2023/03/01/17:00:40.311707,291,1677550683,219532918,imu_link,0,0,35.9037042,127.1380011,53.715,"(0.3214890000000001, 0.0, 0.0, 0.0, 0.3214890000000001, 0.0, 0.0, 0.0, 0.9120250000000001)",2
2023/03/01/17:00:40.801667,292,1677550683,719631697,imu_link,0,0,35.903769499999996,127.1378805,53.67,"(0.3214890000000001, 0.0, 0.0, 0.0, 0.3214890000000001, 0.0, 0.0, 0.0, 0.9082090000000002)",2
2023/03/01/17:00:41.580502,293,1677550684,468982822,imu_link,0,0,35.9038677,127.1377007,53.698,"(0.3203560000000001, 0.0, 0.0, 0.0, 0.3203560000000001, 0.0, 0.0, 0.0, 0.9063040000000001)",2
2023/03/01/17:00:41.855652,294,1677550684,719161515,imu_link,0,0,35.9039006,127.1376409,53.709,"(0.3192250000000001, 0.0, 0.0, 0.0, 0.3192250000000001, 0.0, 0.0, 0.0, 0.9063040000000001)",2
2023/03/01/17:00:41.967664,295,1677550684,969376082,imu_link,0,0,35.903933599999995,127.1375813,53.715,"(0.3192250000000001, 0.0, 0.0, 0.0, 0.3192250000000001, 0.0, 0.0, 0.0, 0.9063040000000001)",2
2023/03/01/17:00:42.658180,296,1677550685,469185821,imu_link,0,0,35.9040001,127.13746259999999,53.713,"(0.3192250000000001, 0.0, 0.0, 0.0, 0.3192250000000001, 0.0, 0.0, 0.0, 0.9063040000000001)",2
2023/03/01/17:00:42.825026,297,1677550685,716570440,imu_link,0,0,35.9040337,127.13740349999999,53.699,"(0.3192250000000001, 0.0, 0.0, 0.0, 0.3192250000000001, 0.0, 0.0, 0.0, 0.9082090000000002)",2
2023/03/01/17:00:43.649222,298,1677550686,468906654,imu_link,0,0,35.9041358,127.1372277,53.707,"(0.3203560000000001, 0.0, 0.0, 0.0, 0.3203560000000001, 0.0, 0.0, 0.0, 0.9139360000000002)",2
2023/03/01/17:00:44.930055,299,1677550687,722103974,imu_link,0,0,35.904308,127.13693909999999,53.861000000000004,"(0.3237610000000001, 0.0, 0.0, 0.0, 0.3237610000000001, 0.0, 0.0, 0.0, 0.9101160000000001)",2
2023/03/01/17:00:46.012310,300,1677550688,719016059,imu_link,0,0,35.9044488,127.1367114,53.902,"(0.3214890000000001, 0.0, 0.0, 0.0, 0.3214890000000001, 0.0, 0.0, 0.0, 0.9044010000000001)",2
2023/03/01/17:00:46.242651,301,1677550688,969684534,imu_link,0,0,35.9044843,127.1366549,53.938,"(0.3214890000000001, 0.0, 0.0, 0.0, 0.3214890000000001, 0.0, 0.0, 0.0, 0.9025000000000001)",2
2023/03/01/17:00:46.994617,302,1677550689,721525166,imu_link,0,0,35.904591499999995,127.1364861,54.038000000000004,"(0.3203560000000001, 0.0, 0.0, 0.0, 0.3203560000000001, 0.0, 0.0, 0.0, 0.8987040000000002)",2
2023/03/01/17:00:47.745933,303,1677550690,468967007,imu_link,0,0,35.9047001,127.1363193,54.120000000000005,"(0.3192250000000001, 0.0, 0.0, 0.0, 0.3192250000000001, 0.0, 0.0, 0.0, 0.8930250000000001)",2
2023/03/01/17:00:48.124537,304,1677550690,721782491,imu_link,0,0,35.904736299999996,127.13626409999999,54.132,"(0.31809600000000005, 0.0, 0.0, 0.0, 0.31809600000000005, 0.0, 0.0, 0.0, 0.8930250000000001)",2
2023/03/01/17:00:48.801087,305,1677550691,469478198,imu_link,0,0,35.9048459,127.13609989999999,54.188,"(0.31696900000000006, 0.0, 0.0, 0.0, 0.31696900000000006, 0.0, 0.0, 0.0, 0.8873640000000002)",2
2023/03/01/17:00:48.853084,306,1677550691,722177115,imu_link,0,0,35.9048827,127.1360457,54.202,"(0.31584400000000007, 0.0, 0.0, 0.0, 0.31584400000000007, 0.0, 0.0, 0.0, 0.8892490000000001)",2
2023/03/01/17:00:49.893880,307,1677550692,719587565,imu_link,0,0,35.9050309,127.1358305,54.261,"(0.3113640000000001, 0.0, 0.0, 0.0, 0.3113640000000001, 0.0, 0.0, 0.0, 0.8873640000000002)",2
2023/03/01/17:00:51.790063,308,1677550694,469564455,imu_link,0,0,35.9052949,127.1354605,54.341,"(0.30470400000000003, 0.0, 0.0, 0.0, 0.30470400000000003, 0.0, 0.0, 0.0, 0.8817210000000001)",2
2023/03/01/17:00:51.944280,309,1677550694,718897859,imu_link,0,0,35.9053331,127.1354082,54.352000000000004,"(0.30360100000000007, 0.0, 0.0, 0.0, 0.30360100000000007, 0.0, 0.0, 0.0, 0.8798440000000001)",2
2023/03/01/17:00:52.958911,310,1677550695,721061611,imu_link,0,0,35.905485899999995,127.1352002,54.42,"(0.30250000000000005, 0.0, 0.0, 0.0, 0.30250000000000005, 0.0, 0.0, 0.0, 0.8760960000000001)",2
2023/03/01/17:00:53.201837,311,1677550695,971035586,imu_link,0,0,35.905524199999995,127.1351483,54.425000000000004,"(0.30250000000000005, 0.0, 0.0, 0.0, 0.30250000000000005, 0.0, 0.0, 0.0, 0.8742250000000001)",2
2023/03/01/17:00:53.571037,312,1677550696,221429602,imu_link,0,0,35.905562599999996,127.13509669999999,54.44,"(0.30250000000000005, 0.0, 0.0, 0.0, 0.30250000000000005, 0.0, 0.0, 0.0, 0.8742250000000001)",2
2023/03/01/17:00:53.765916,313,1677550696,471866156,imu_link,0,0,35.9056011,127.1350452,54.454,"(0.30360100000000007, 0.0, 0.0, 0.0, 0.30360100000000007, 0.0, 0.0, 0.0, 0.8742250000000001)",2
2023/03/01/17:00:53.958935,314,1677550696,721975882,imu_link,0,0,35.9056397,127.1349939,54.473,"(0.30250000000000005, 0.0, 0.0, 0.0, 0.30250000000000005, 0.0, 0.0, 0.0, 0.8742250000000001)",2
2023/03/01/17:00:55.889538,315,1677550698,474972279,imu_link,0,0,35.9059132,127.1346403,54.569,"(0.29920900000000006, 0.0, 0.0, 0.0, 0.29920900000000006, 0.0, 0.0, 0.0, 0.8704890000000001)",2
2023/03/01/17:00:56.048387,316,1677550698,716512592,imu_link,0,0,35.9059528,127.1345906,54.569,"(0.29920900000000006, 0.0, 0.0, 0.0, 0.29920900000000006, 0.0, 0.0, 0.0, 0.8686240000000001)",2
2023/03/01/17:00:57.168975,317,1677550699,723663803,imu_link,0,0,35.9061126,127.13439419999999,54.623000000000005,"(0.29593600000000003, 0.0, 0.0, 0.0, 0.29593600000000003, 0.0, 0.0, 0.0, 0.8630410000000001)",2
2023/03/01/17:00:57.734740,318,1677550700,218947125,imu_link,0,0,35.9061936,127.13429719999999,54.662,"(0.294849, 0.0, 0.0, 0.0, 0.294849, 0.0, 0.0, 0.0, 0.8611840000000001)",2
2023/03/01/17:00:57.842879,319,1677550700,474188768,imu_link,0,0,35.9062342,127.134249,54.687,"(0.294849, 0.0, 0.0, 0.0, 0.294849, 0.0, 0.0, 0.0, 0.8593290000000001)",2
2023/03/01/17:00:58.093305,320,1677550700,718884418,imu_link,0,0,35.9062748,127.1342007,54.716,"(0.293764, 0.0, 0.0, 0.0, 0.293764, 0.0, 0.0, 0.0, 0.8574760000000001)",2
2023/03/01/17:00:58.959543,321,1677550701,469012286,imu_link,0,0,35.906396699999995,127.1340565,54.787,"(0.293764, 0.0, 0.0, 0.0, 0.293764, 0.0, 0.0, 0.0, 0.8556250000000001)",2
2023/03/01/17:01:00.494566,322,1677550701,968567344,imu_link,0,0,35.906478299999996,127.13396069999999,54.777,"(0.293764, 0.0, 0.0, 0.0, 0.293764, 0.0, 0.0, 0.0, 0.8556250000000001)",2
2023/03/01/17:01:00.954687,323,1677550702,718959467,imu_link,0,0,35.9066001,127.1338167,54.803000000000004,"(0.293764, 0.0, 0.0, 0.0, 0.293764, 0.0, 0.0, 0.0, 0.8537760000000001)",2
2023/03/01/17:01:02.188180,324,1677550704,718736861,imu_link,0,0,35.9069247,127.1334351,55.056000000000004,"(0.292681, 0.0, 0.0, 0.0, 0.292681, 0.0, 0.0, 0.0, 0.8500840000000001)",2
2023/03/01/17:01:02.878865,325,1677550705,216419195,imu_link,0,0,35.907005999999996,127.13334019999999,55.132,"(0.293764, 0.0, 0.0, 0.0, 0.293764, 0.0, 0.0, 0.0, 0.8500840000000001)",2
2023/03/01/17:01:03.129476,326,1677550705,468837906,imu_link,0,0,35.907046699999995,127.1332929,55.165,"(0.293764, 0.0, 0.0, 0.0, 0.293764, 0.0, 0.0, 0.0, 0.8500840000000001)",2
2023/03/01/17:01:03.380377,327,1677550705,719769543,imu_link,0,0,35.9070874,127.1332455,55.189,"(0.293764, 0.0, 0.0, 0.0, 0.293764, 0.0, 0.0, 0.0, 0.848241)",2
2023/03/01/17:01:04.604156,328,1677550706,971481673,imu_link,0,0,35.9072903,127.13300849999999,55.237,"(0.2916, 0.0, 0.0, 0.0, 0.2916, 0.0, 0.0, 0.0, 0.8445610000000001)",2
2023/03/01/17:01:05.026158,329,1677550707,470851033,imu_link,0,0,35.9073712,127.13291369999999,55.268,"(0.29052100000000003, 0.0, 0.0, 0.0, 0.29052100000000003, 0.0, 0.0, 0.0, 0.842724)",2
2023/03/01/17:01:05.230380,330,1677550707,721260322,imu_link,0,0,35.9074117,127.13286629999999,55.284,"(0.29052100000000003, 0.0, 0.0, 0.0, 0.29052100000000003, 0.0, 0.0, 0.0, 0.842724)",2
2023/03/01/17:01:05.326923,331,1677550707,971097111,imu_link,0,0,35.907452,127.13281889999999,55.295,"(0.29052100000000003, 0.0, 0.0, 0.0, 0.29052100000000003, 0.0, 0.0, 0.0, 0.8408890000000001)",2
2023/03/01/17:01:06.000515,332,1677550708,469277504,imu_link,0,0,35.907532499999995,127.13272409999999,55.305,"(0.29052100000000003, 0.0, 0.0, 0.0, 0.29052100000000003, 0.0, 0.0, 0.0, 0.8408890000000001)",2
2023/03/01/17:01:06.671976,333,1677550709,223482503,imu_link,0,0,35.9076527,127.1325823,55.315,"(0.2916, 0.0, 0.0, 0.0, 0.2916, 0.0, 0.0, 0.0, 0.842724)",2
2023/03/01/17:01:06.954806,334,1677550709,471690395,imu_link,0,0,35.9076927,127.13253519999999,55.314,"(0.2916, 0.0, 0.0, 0.0, 0.2916, 0.0, 0.0, 0.0, 0.842724)",2
2023/03/01/17:01:07.079103,335,1677550709,719299027,imu_link,0,0,35.9077328,127.1324882,55.321,"(0.2916, 0.0, 0.0, 0.0, 0.2916, 0.0, 0.0, 0.0, 0.842724)",2
2023/03/01/17:01:08.161218,336,1677550710,971926786,imu_link,0,0,35.907933199999995,127.1322543,55.343,"(0.293764, 0.0, 0.0, 0.0, 0.293764, 0.0, 0.0, 0.0, 0.8408890000000001)",2
2023/03/01/17:01:09.159582,337,1677550711,471869995,imu_link,0,0,35.9080136,127.13216089999999,55.347,"(0.294849, 0.0, 0.0, 0.0, 0.294849, 0.0, 0.0, 0.0, 0.8408890000000001)",2
2023/03/01/17:01:09.192160,338,1677550711,716792076,imu_link,0,0,35.9080538,127.1321141,55.364000000000004,"(0.29593600000000003, 0.0, 0.0, 0.0, 0.29593600000000003, 0.0, 0.0, 0.0, 0.8408890000000001)",2
2023/03/01/17:01:10.082777,339,1677550712,471166941,imu_link,0,0,35.9081744,127.1319741,55.402,"(0.29811600000000005, 0.0, 0.0, 0.0, 0.29811600000000005, 0.0, 0.0, 0.0, 0.8372250000000001)",2
2023/03/01/17:01:10.361169,340,1677550712,723887657,imu_link,0,0,35.908214699999995,127.1319274,55.423,"(0.29811600000000005, 0.0, 0.0, 0.0, 0.29811600000000005, 0.0, 0.0, 0.0, 0.8372250000000001)",2
2023/03/01/17:01:10.468345,341,1677550712,969177296,imu_link,0,0,35.908254899999996,127.1318809,55.429,"(0.29920900000000006, 0.0, 0.0, 0.0, 0.29920900000000006, 0.0, 0.0, 0.0, 0.835396)",2
2023/03/01/17:01:11.351175,342,1677550713,723576691,imu_link,0,0,35.9083755,127.13174079999999,55.462,"(0.29811600000000005, 0.0, 0.0, 0.0, 0.29811600000000005, 0.0, 0.0, 0.0, 0.829921)",2
2023/03/01/17:01:12.997071,343,1677550715,470736728,imu_link,0,0,35.9086552,127.1314135,55.548,"(0.29593600000000003, 0.0, 0.0, 0.0, 0.29593600000000003, 0.0, 0.0, 0.0, 0.8028160000000001)",2
2023/03/01/17:01:13.953480,344,1677550716,475108288,imu_link,0,0,35.9088144,127.13122589999999,55.559000000000005,"(0.293764, 0.0, 0.0, 0.0, 0.293764, 0.0, 0.0, 0.0, 0.776161)",2
2023/03/01/17:01:14.061389,345,1677550716,721425122,imu_link,0,0,35.9088541,127.1311789,55.56,"(0.292681, 0.0, 0.0, 0.0, 0.292681, 0.0, 0.0, 0.0, 0.769129)",2
2023/03/01/17:01:14.247177,346,1677550716,968930309,imu_link,0,0,35.908893899999995,127.1311319,55.555,"(0.2916, 0.0, 0.0, 0.0, 0.2916, 0.0, 0.0, 0.0, 0.763876)",2
2023/03/01/17:01:14.599228,347,1677550717,225019935,imu_link,0,0,35.9089337,127.13108489999999,55.552,"(0.2916, 0.0, 0.0, 0.0, 0.2916, 0.0, 0.0, 0.0, 0.758641)",2
2023/03/01/17:01:17.028401,348,1677550719,722403671,imu_link,0,0,35.9093346,127.13061239999999,55.629,"(0.28944400000000003, 0.0, 0.0, 0.0, 0.28944400000000003, 0.0, 0.0, 0.0, 0.7310249999999999)",2
2023/03/01/17:01:17.066463,349,1677550719,971573833,imu_link,0,0,35.9093751,127.13056479999999,55.657000000000004,"(0.28944400000000003, 0.0, 0.0, 0.0, 0.28944400000000003, 0.0, 0.0, 0.0, 0.7310249999999999)",2
2023/03/01/17:01:17.825337,350,1677550720,471401140,imu_link,0,0,35.909456399999996,127.1304694,55.691,"(0.29052100000000003, 0.0, 0.0, 0.0, 0.29052100000000003, 0.0, 0.0, 0.0, 0.7327359999999999)",2
2023/03/01/17:01:17.872910,351,1677550720,724649622,imu_link,0,0,35.9094972,127.13042159999999,55.737,"(0.2916, 0.0, 0.0, 0.0, 0.2916, 0.0, 0.0, 0.0, 0.734449)",2
2023/03/01/17:01:19.627708,352,1677550722,471348975,imu_link,0,0,35.909784099999996,127.1300828,55.965,"(0.29702500000000004, 0.0, 0.0, 0.0, 0.29702500000000004, 0.0, 0.0, 0.0, 0.744769)",2
2023/03/01/17:01:19.847203,353,1677550722,726109890,imu_link,0,0,35.909825,127.13003339999999,55.992000000000004,"(0.29702500000000004, 0.0, 0.0, 0.0, 0.29702500000000004, 0.0, 0.0, 0.0, 0.7430439999999999)",2
2023/03/01/17:01:20.034640,354,1677550722,973334139,imu_link,0,0,35.9098658,127.1299837,56.025,"(0.29702500000000004, 0.0, 0.0, 0.0, 0.29702500000000004, 0.0, 0.0, 0.0, 0.7395999999999999)",2
2023/03/01/17:01:20.384167,355,1677550723,221245078,imu_link,0,0,35.9099064,127.12993379999999,56.023,"(0.29702500000000004, 0.0, 0.0, 0.0, 0.29702500000000004, 0.0, 0.0, 0.0, 0.734449)",2
2023/03/01/17:01:20.793939,356,1677550723,721177369,imu_link,0,0,35.909987799999996,127.1298334,56.057,"(0.29702500000000004, 0.0, 0.0, 0.0, 0.29702500000000004, 0.0, 0.0, 0.0, 0.724201)",2
2023/03/01/17:01:22.991463,357,1677550725,971754771,imu_link,0,0,35.910353199999996,127.1293733,56.127,"(0.293764, 0.0, 0.0, 0.0, 0.293764, 0.0, 0.0, 0.0, 0.6905610000000001)",2
2023/03/01/17:01:23.812123,358,1677550726,471725306,imu_link,0,0,35.9104339,127.12926909999999,56.143,"(0.292681, 0.0, 0.0, 0.0, 0.292681, 0.0, 0.0, 0.0, 0.6839290000000001)",2
2023/03/01/17:01:23.846387,359,1677550726,721111992,imu_link,0,0,35.9104739,127.12921659999999,56.138,"(0.2916, 0.0, 0.0, 0.0, 0.2916, 0.0, 0.0, 0.0, 0.6806250000000001)",2
2023/03/01/17:01:24.686998,360,1677550727,721481988,imu_link,0,0,35.9106338,127.12900479999999,56.179,"(0.28944400000000003, 0.0, 0.0, 0.0, 0.28944400000000003, 0.0, 0.0, 0.0, 0.669124)",2
2023/03/01/17:01:25.370637,361,1677550728,221442360,imu_link,0,0,35.9107132,127.1288979,56.2,"(0.28944400000000003, 0.0, 0.0, 0.0, 0.28944400000000003, 0.0, 0.0, 0.0, 0.6642250000000001)",2
2023/03/01/17:01:27.577586,362,1677550730,470891040,imu_link,0,0,35.911069,127.12841189999999,56.307,"(0.286225, 0.0, 0.0, 0.0, 0.286225, 0.0, 0.0, 0.0, 0.6480250000000001)",2
2023/03/01/17:01:27.688755,363,1677550730,723093947,imu_link,0,0,35.9111081,127.128357,56.328,"(0.286225, 0.0, 0.0, 0.0, 0.286225, 0.0, 0.0, 0.0, 0.6464160000000001)",2
2023/03/01/17:01:27.971730,364,1677550730,970955398,imu_link,0,0,35.911147199999995,127.1283019,56.362,"(0.286225, 0.0, 0.0, 0.0, 0.286225, 0.0, 0.0, 0.0, 0.6464160000000001)",2
2023/03/01/17:01:29.910232,365,1677550732,718950497,imu_link,0,0,35.9114188,127.1279113,56.442,"(0.27878400000000003, 0.0, 0.0, 0.0, 0.27878400000000003, 0.0, 0.0, 0.0, 0.6432040000000001)",2
2023/03/01/17:01:29.936179,366,1677550732,971293447,imu_link,0,0,35.9114571,127.1278547,56.473,"(0.27878400000000003, 0.0, 0.0, 0.0, 0.27878400000000003, 0.0, 0.0, 0.0, 0.6416010000000001)",2
